citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
62 FR 39415, 97-19562,39415,https://www.federalregister.gov/documents/1997/07/23/97-19562/further-amendment-to-executive-order-13017-advisory-commission-on-consumer-protection-and-quality-in,https://www.govinfo.gov/content/pkg/FR-1997-07-23/pdf/97-19562.pdf,Presidential Document,Executive Order,07/23/1997,1997-07-21,39415,"Further Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry","Amends: EO 13017, September 5, 1996
Note: EO 13056 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.",13056,""
60 FR 36949, 95-17828,36949,https://www.federalregister.gov/documents/1995/07/18/95-17828/foreign-disaster-assistance,https://www.govinfo.gov/content/pkg/FR-1995-07-18/pdf/95-17828.pdf,Presidential Document,Executive Order,07/18/1995,1995-07-14,36949,Foreign Disaster Assistance,"",12966,""
60 FR 24757, 95-11694,24759,https://www.federalregister.gov/documents/1995/05/09/95-11694/prohibiting-certain-transactions-with-respect-to-iran,https://www.govinfo.gov/content/pkg/FR-1995-05-09/pdf/95-11694.pdf,Presidential Document,Executive Order,05/09/1995,1995-05-06,24757,Prohibiting Certain Transactions With Respect to Iran,"Revokes in part and supplements: EO 12613, October 29, 1987;EO 12957, March 15, 1995; Revoked in part by: EO 13059, August 19, 1997; See: Notice of March 8, 1996; Notice of March 5, 1997; Notice of March 4, 1998; Notice of March 10, 1999; Notice of March 13, 2000; Notice of March 13, 2001; Notice of March 13, 2002; Notice of March 12, 2003; Notice of March 10, 2004; Notice of March 10, 2005; Notice of March 13, 2006; Notice of March 8, 2007; Notice of March 11, 2008; Notice of March 11, 2009; Notice of March 10, 2010; EO 13628, October 9, 2012",12959,""
61 FR 56875, 96-28509,56876,https://www.federalregister.gov/documents/1996/11/04/96-28509/administration-of-the-midway-islands,https://www.govinfo.gov/content/pkg/FR-1996-11-04/pdf/96-28509.pdf,Presidential Document,Executive Order,11/04/1996,1996-10-31,56875,Administration of the Midway Islands,"Supersedes in part: EO 199-A, January 20, 1903; EO 8682, February 14, 1941; EO 8729, April 2, 1941; EO 11048, September 4, 1962
See: EO 11593, May 13, 1971; EO 12996, March 25, 1996",13022,""
62 FR 7653, 97-4302,7653,https://www.federalregister.gov/documents/1997/02/19/97-4302/establishing-an-emergency-board-to-investigate-a-dispute-between-american-airlines-and-its-employees,https://www.govinfo.gov/content/pkg/FR-1997-02-19/pdf/97-4302.pdf,Presidential Document,Executive Order,02/19/1997,1997-02-15,7653,Establishing an Emergency Board To Investigate a Dispute Between American Airlines and its Employees Represented by the Allied Pilots Association,"",13036,""
62 FR 10185, 97-5728,10186,https://www.federalregister.gov/documents/1997/03/06/97-5728/commission-to-study-capital-budgeting,https://www.govinfo.gov/content/pkg/FR-1997-03-06/pdf/97-5728.pdf,Presidential Document,Executive Order,03/06/1997,1997-03-03,10185,Commission To Study Capital Budgeting,"Amended by: EO 13066, October 29, 1997; EO 13108, December 11, 1998
Revoked by: EO 13138, September 30, 1999",13037,""
61 FR 8467, 96-5263,8470,https://www.federalregister.gov/documents/1996/03/05/96-5263/adjustments-of-rates-of-pay-and-allowances-for-the-uniformed-services-amendment-to-executive-order,https://www.govinfo.gov/content/pkg/FR-1996-03-05/pdf/96-5263.pdf,Presidential Document,Executive Order,03/05/1996,1996-02-29,8467,"Adjustments of Rates of Pay and Allowances for the Uniformed Services, Amendment to Executive Order No. 12984","Amends: EO 12984, December 28, 1995;;
 ;  Superseded by: EO 13033, December 27, 1996",12990,""
61 FR 9587, 96-5832,9587,https://www.federalregister.gov/documents/1996/03/08/96-5832/adding-the-small-business-administration-to-the-presidents-export-council,https://www.govinfo.gov/content/pkg/FR-1996-03-08/pdf/96-5832.pdf,Presidential Document,Executive Order,03/08/1996,1996-03-06,9587,Adding the Small Business Administration to the President's Export Council,"Amends: EO 12131, May 4, 1979",12991,""
61 FR 4729, 96-2755,4734,https://www.federalregister.gov/documents/1996/02/07/96-2755/civil-justice-reform,https://www.govinfo.gov/content/pkg/FR-1996-02-07/pdf/96-2755.pdf,Presidential Document,Executive Order,02/07/1996,1996-02-05,4729,Civil Justice Reform,"Revokes: EO 12778, October 23, 1991;;
 ;  Supplemented by: EO 13083, May 14, 1998 (which was suspended by EO 13095, August 5, 1998); EO 13084, May 14, 1998; EO 13132, August 4, 1999;;
 ;  See: EO 12866, September 30, 1993; EO 13175, November 6, 2000",12988,""
61 FR 6091, 96-3646,6093,https://www.federalregister.gov/documents/1996/02/15/96-3646/economy-and-efficiency-in-government-procurement-through-compliance-with-certain-immigration-and,https://www.govinfo.gov/content/pkg/FR-1996-02-15/pdf/96-3646.pdf,Presidential Document,Executive Order,02/15/1996,1996-02-13,6091,Economy and Efficiency in Government Procurement Through Compliance With Certain Immigration and Naturalization Act Provisions,"Amended by: EO 13286, February 28, 2003; EO 13466, June 26, 2008",12989,""
61 FR 25771, 96-13081,25773,https://www.federalregister.gov/documents/1996/05/22/96-13081/establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the,https://www.govinfo.gov/content/pkg/FR-1996-05-22/pdf/96-13081.pdf,Presidential Document,Executive Order,05/22/1996,1996-05-17,25771,Establishing an Emergency Board To Investigate Disputes Between Certain Railroads Represented by the National Railway Labor Conference and Their- Employees Represented by Certain Labor Organizations,"",13004,""
61 FR 42963, 96-13014,42964,https://www.federalregister.gov/documents/1996/08/19/96-13014/maintaining-unofficial-relations-with-the-people-on-taiwan,https://www.govinfo.gov/content/pkg/FR-1996-08-19/pdf/96-13014.pdf,Presidential Document,Executive Order,08/19/1996,1996-08-15,42963,Maintaining Unofficial Relations With the People on Taiwan,"Supersedes: EO 12143, June 22, 1979",13014,""
61 FR 26069, 96-13306,26070,https://www.federalregister.gov/documents/1996/05/24/96-13306/empowerment-contracting,https://www.govinfo.gov/content/pkg/FR-1996-05-24/pdf/96-13306.pdf,Presidential Document,Executive Order,05/24/1996,1996-05-21,26069,Empowerment Contracting,"",13005,""
61 FR 15873, 96-9033,15873,https://www.federalregister.gov/documents/1996/04/09/96-9033/amendment-to-executive-order-no-11880,https://www.govinfo.gov/content/pkg/FR-1996-04-09/pdf/96-9033.pdf,Presidential Document,Executive Order,04/09/1996,1996-04-05,15873,Amendment to Executive Order No. 11880,"Amends: EO 11880, October 2, 1975;;
 ;  Revoked by: EO 13242, December 18, 2001",12998,""
61 FR 57767, 96-28938,57768,https://www.federalregister.gov/documents/1996/11/08/96-28938/amendments-to-executive-order-12992-expanding-and-changing-the-name-of-the-presidents-council-on,https://www.govinfo.gov/content/pkg/FR-1996-11-08/pdf/96-28938.pdf,Presidential Document,Executive Order,11/08/1996,1996-11-06,57767,"Amendments to Executive Order 12992, Expanding and Changing the Name of the President's Council on Counter-Narcotics","Amends: EO 12992, March 15, 1996",13023,""
63 FR 26709, 98-12963,26709,https://www.federalregister.gov/documents/1998/05/13/98-12963/joint-mexican-united-states-defense-commission,https://www.govinfo.gov/content/pkg/FR-1998-05-13/pdf/98-12963.pdf,Presidential Document,Executive Order,05/13/1998,1998-05-08,26709,Joint Mexican-United States Defense Commission,"Amends: EO 9080, February 27, 1942; See: EO 10692, December 22, 1956; EO 12377, August 6, 1982",13082,""
63 FR 30065, 98-14688,30095,https://www.federalregister.gov/documents/1998/06/02/98-14688/1998-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14688.pdf,Presidential Document,Executive Order,06/02/1998,1998-05-27,30065,"1998 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984
See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13140, October 6, 1999",13086,""
63 FR 29335, 98-14407,29337,https://www.federalregister.gov/documents/1998/05/28/98-14407/establishment-of-the-enrichment-oversight-committee,https://www.govinfo.gov/content/pkg/FR-1998-05-28/pdf/98-14407.pdf,Presidential Document,Executive Order,05/28/1998,1998-05-26,29335,Establishment of the Enrichment Oversight Committee,"",13085,""
63 FR 27651, 98-13552,27654,https://www.federalregister.gov/documents/1998/05/19/98-13552/federalism,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13552.pdf,Presidential Document,Executive Order,05/19/1998,1998-05-14,27651,Federalism,"Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993; Suspended by: EO 13095, August 5, 1998; See: EO 13084, May 14, 1998; Public Law 105-277 (sec. 425); Revoked by: EO 13132, August 4, 1999",13083,""
63 FR 27655, 98-13553,27657,https://www.federalregister.gov/documents/1998/05/19/98-13553/consultation-and-coordination-with-indian-tribal-governments,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13553.pdf,Presidential Document,Executive Order,05/19/1998,1998-05-14,27655,Consultation and Coordination With Indian Tribal Governments,"Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Memorandum of April 29, 1994 (Government-to-Government Relations With Native American Tribal Governments); Revoked by: EO 13175, November 6, 2000; See: EO 13083, May 14, 1998",13084,""
62 FR 41249, 97-20497,41250,https://www.federalregister.gov/documents/1997/08/01/97-20497/federal-actions-in-the-lake-tahoe-region,https://www.govinfo.gov/content/pkg/FR-1997-08-01/pdf/97-20497.pdf,Presidential Document,Executive Order,08/01/1997,1997-07-26,41249,Federal Actions in the Lake Tahoe Region,"",13057,""
62 FR 66493, 97-33299,66493,https://www.federalregister.gov/documents/1997/12/18/97-33299/the-intelligence-oversight-board-amendment-to-executive-order-12863,https://www.govinfo.gov/content/pkg/FR-1997-12-18/pdf/97-33299.pdf,Presidential Document,Executive Order,12/18/1997,1997-12-15,66493,"The Intelligence Oversight Board, Amendment to Executive Order 12863","Amends: EO 12863, September 13, 1993
Amended by: EO 13301, May 14, 2003
See: EO 13376, April 13, 2005",13070,""
62 FR 65989, 97-33034,65990,https://www.federalregister.gov/documents/1997/12/16/97-33034/prohibiting-certain-transactions-with-respect-to-unita,https://www.govinfo.gov/content/pkg/FR-1997-12-16/pdf/97-33034.pdf,Presidential Document,Executive Order,12/16/1997,1997-12-12,65989,Prohibiting Certain Transactions With Respect to UNITA,"",13069,""
63 FR 17667, 98-9709,17668,https://www.federalregister.gov/documents/1998/04/10/98-9709/american-heritage-rivers-initiative-advisory-committee,https://www.govinfo.gov/content/pkg/FR-1998-04-10/pdf/98-9709.pdf,Presidential Document,Executive Order,04/10/1998,1998-04-07,17667,American Heritage Rivers Initiative Advisory Committee,"Amended by: EO 13093, July 27, 1998; Revoked by: EO 13225, September 28, 2001",13080,""
62 FR 51755, 97-26364,51756,https://www.federalregister.gov/documents/1997/10/02/97-26364/continuance-of-certain-federal-advisory-committees-and-amendments-to-executive-orders-13038-and,https://www.govinfo.gov/content/pkg/FR-1997-10-02/pdf/97-26364.pdf,Presidential Document,Executive Order,10/02/1997,1997-09-29,51755,Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054,"Amends: EO 13038, March 11, 1997 (in part); EO 13054, July 7, 1997 (in part)
Revokes: EO 12864, September 15, 1993; EO 12891, January 15, 1994; EO 12946, January 20, 1995; EO 12964, June 21, 1995; EO 13015, August 22, 1996
Supersedes: EO 12974, September 29, 1995
Amended by: EO 13065, October 22, 1997
Superseded by: EO 13138, September 30, 1999EO 13038, March 11, 1997 (in part); EO 13054, July 7, 1997 (in part)
See:EO 13065, October 22, 1997
Note: EO 13062 is nullified in part by virtue of the Advisory Committee on Public Interest Obligations of Digital Television Broadcasters being abolished by EO 13138, September 30, 1999.",13062,""
62 FR 51757, 97-26365,51757,https://www.federalregister.gov/documents/1997/10/02/97-26365/level-v-of-the-executive-schedule-removal-of-the-executive-director-pension-benefit-guaranty,https://www.govinfo.gov/content/pkg/FR-1997-10-02/pdf/97-26365.pdf,Presidential Document,Executive Order,10/02/1997,1997-09-30,51757,"Level V of the Executive Schedule: Removal of the Executive Director, Pension Benefit Guaranty Corporation, Department of Labor","Amends: EO 12154, September 4, 1979",13063,""
63 FR 12381, 98-6628,12381,https://www.federalregister.gov/documents/1998/03/12/98-6628/further-amendment-to-executive-order-13010-critical-infrastructure-protection,https://www.govinfo.gov/content/pkg/FR-1998-03-12/pdf/98-6628.pdf,Presidential Document,Executive Order,03/12/1998,1998-03-10,12381,"Further Amendment to Executive Order 13010, Critical Infrastructure Protection","Amends: EO 13010, July 15, 1996; Note: EO 13077 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13077,""
63 FR 9085, 98-4816,9086,https://www.federalregister.gov/documents/1998/02/24/98-4816/special-oversight-board-for-department-of-defense-investigations-of-gulf-war-chemical-and-biological,https://www.govinfo.gov/content/pkg/FR-1998-02-24/pdf/98-4816.pdf,Presidential Document,Executive Order,02/24/1998,1998-02-19,9085,Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents,"Revoked by: EO 13225, September 28, 2001",13075,""
63 FR 9719, 98-5119,9719,https://www.federalregister.gov/documents/1998/02/26/98-5119/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.govinfo.gov/content/pkg/FR-1998-02-26/pdf/98-5119.pdf,Presidential Document,Executive Order,02/26/1998,1998-02-24,9719,Ordering the Selected Reserve of the Armed Forces to Active Duty,"Amended by: EO 13286, February 28, 2003; See: Proc. 6867, March 1, 1996",13076,""
63 FR 6467, 98-3229,6468,https://www.federalregister.gov/documents/1998/02/06/98-3229/year-2000-conversion,https://www.govinfo.gov/content/pkg/FR-1998-02-06/pdf/98-3229.pdf,Presidential Document,Executive Order,02/06/1998,1998-02-04,6467,Year 2000 Conversion,"Amended by: EO 13127, June 14, 1999",13073,""
65 FR 46565, 00-19323,46566,https://www.federalregister.gov/documents/2000/07/28/00-19323/requiring-federal-agencies-to-establish-procedures-to-facilitate-the-provision-of-reasonable,https://www.govinfo.gov/content/pkg/FR-2000-07-28/pdf/00-19323.pdf,Presidential Document,Executive Order,07/28/2000,2000-07-26,46565,Requiring Federal Agencies To Establish Procedures To Facilitate the Provision of Reasonable Accommodation,"",13164,""
65 FR 25619, 00-11070,25621,https://www.federalregister.gov/documents/2000/05/02/00-11070/global-disaster-information-network,https://www.govinfo.gov/content/pkg/FR-2000-05-02/pdf/00-11070.pdf,Presidential Document,Executive Order,05/02/2000,2000-04-27,25619,Global Disaster Information Network,"Amended by: EO 13284, January 23, 2003",13151,""
65 FR 34035, 00-13367,34037,https://www.federalregister.gov/documents/2000/05/25/00-13367/increasing-opportunities-for-women-owned-small-businesses,https://www.govinfo.gov/content/pkg/FR-2000-05-25/pdf/00-13367.pdf,Presidential Document,Executive Order,05/25/2000,2000-05-23,34035,Increasing Opportunities for Women-Owned Small Businesses,"",13157,""
65 FR 26475, 00-11531,26477,https://www.federalregister.gov/documents/2000/05/05/00-11531/actions-to-improve-low-performing-schools,https://www.govinfo.gov/content/pkg/FR-2000-05-05/pdf/00-11531.pdf,Presidential Document,Executive Order,05/05/2000,2000-05-03,26475,Actions To Improve Low-Performing Schools,"",13153,""
65 FR 50121, 00-20938,50122,https://www.federalregister.gov/documents/2000/08/16/00-20938/improving-access-to-services-for-persons-with-limited-english-proficiency,https://www.govinfo.gov/content/pkg/FR-2000-08-16/pdf/00-20938.pdf,Presidential Document,Executive Order,08/16/2000,2000-08-11,50121,Improving Access to Services for Persons With Limited English Proficiency,"See:  Department of Justice notice of August 16, 2000 (65 FR 50123); EO 14091, February 16, 2023
Revoked by: EO 14224, March 1, 2025",13166,""
64 FR 32793, 99-15623,32793,https://www.federalregister.gov/documents/1999/06/17/99-15623/amendment-to-executive-order-13073-year-2000-conversion,https://www.govinfo.gov/content/pkg/FR-1999-06-17/pdf/99-15623.pdf,Presidential Document,Executive Order,06/17/1999,1999-06-14,32793,"Amendment to Executive Order 13073, Year 2000 Conversion","Amends: EO 13073, February 4, 1998",13127,""
65 FR 58217, 00-24978,58218,https://www.federalregister.gov/documents/2000/09/27/00-24978/presidents-commission-on-improving-economic-opportunity-in-communities-dependent-on-tobacco,https://www.govinfo.gov/content/pkg/FR-2000-09-27/pdf/00-24978.pdf,Presidential Document,Executive Order,09/27/2000,2000-09-22,58217,President's Commission on Improving Economic Opportunity in Communities Dependent on Tobacco Production While Protecting Public Health,"Revoked by: EO 13225, September 28, 2001",13168,""
59 FR 8113, 94-3853,8113,https://www.federalregister.gov/documents/1994/02/17/94-3853/establishing-an-emergency-board-to-investigate-a-dispute-between-the-long-island-rail-road-and,"",Presidential Document,Executive Order,02/17/1994,1994-02-15,8113,Establishing an Emergency Board To Investigate a Dispute Between The Long Island Rail Road and Certain of Its Employees Represented by the United Transportation Union,"",12899,""
59 FR 11463, 94-5834,11471,https://www.federalregister.gov/documents/1994/03/10/94-5834/energy-efficiency-and-water-conservation-at-federal-facilities,"",Presidential Document,Executive Order,03/10/1994,1994-03-08,11463,Energy Efficiency and Water Conservation at Federal Facilities,"Revokes: EO 12759, April 17, 1991
See: EO 13101, September 14, 1998
Revoked by: EO 13123, June 3, 1999",12902,""
59 FR 499, 94-290,499,https://www.federalregister.gov/documents/1994/01/05/94-290/amendment-to-executive-order-no-12864,"",Presidential Document,Executive Order,01/05/1994,1993-12-30,499,Amendment to Executive Order No. 12864,"",12890,""
59 FR 28205, 94-13391,28206,https://www.federalregister.gov/documents/1994/05/31/94-13391/prohibiting-certain-transactions-with-respect-to-rwanda-and-delegating-authority-with-respect-to,"",Presidential Document,Executive Order,05/31/1994,1994-05-26,28205,Prohibiting Certain Transactions With Respect to Rwanda and Delegating Authority With Respect to Other United Nations Arms Embargoes,See: 59 FR 28583,12918,""
59 FR 30501, 94-14582,30502,https://www.federalregister.gov/documents/1994/06/14/94-14582/prohibiting-certain-transactions-with-respect-to-haiti,"",Presidential Document,Executive Order,06/14/1994,1994-06-10,30501,Prohibiting Certain Transactions With Respect to Haiti,"Revoked by: EO 12932, October 14, 1994
See: Notice, September 30, 1994; 59 FR 51066",12920,""
59 FR 30667, 94-14728,30667,https://www.federalregister.gov/documents/1994/06/15/94-14728/amendment-to-executive-order-no-12864,"",Presidential Document,Executive Order,06/15/1994,1994-06-13,30667,Amendment to Executive Order No. 12864,"Amends: 12864, September 15, 1993
Revoked by: EO 13062, September 29, 1997",12921,""
59 FR 21909, 94-10242,21910,https://www.federalregister.gov/documents/1994/04/26/94-10242/order-of-succession-of-officers-to-act-as-secretary-of-the-air-force,"",Presidential Document,Executive Order,04/26/1994,1994-04-22,21909,Order of Succession of Officers To Act as Secretary of the Air Force,"",12909,""
59 FR 5515, 94-2904,5515,https://www.federalregister.gov/documents/1994/02/07/94-2904/amending-the-civil-service-rules-concerning-political-activity,"",Presidential Document,Executive Order,02/07/1994,1994-02-03,5515,Amending the Civil Service Rules Concerning Political Activity,"",12896,""
59 FR 5517, 94-2905,5517,https://www.federalregister.gov/documents/1994/02/07/94-2905/garnishment-of-federal-employees-pay,"",Presidential Document,Executive Order,02/07/1994,1994-02-03,5517,Garnishment of Federal Employees' Pay,See: 59 FR 14541,12897,""
59 FR 4239, 94-2266,4239,https://www.federalregister.gov/documents/1994/01/31/94-2266/north-pacific-anadromous-fish-commission,"",Presidential Document,Executive Order,01/31/1994,1994-01-26,4239,North Pacific Anadromous Fish Commission,"",12895,""
59 FR 2939, 94-1532,2943,https://www.federalregister.gov/documents/1994/01/20/94-1532/leadership-and-coordination-of-fair-housing-in-federal-programs-affirmatively-furthering-fair,"",Presidential Document,Executive Order,01/20/1994,1994-01-17,2939,Leadership and Coordination of Fair Housing in Federal Programs: Affirmatively Furthering Fair Housing,"Amends: EO 11063, November 20, 1962
Revokes: EO 11063, November 20, 1962 (in part); EO 12259, December 31, 1980
See: Memorandum, January 17, 1994",12892,""
60 FR 62981, 95-30106,62985,https://www.federalregister.gov/documents/1995/12/08/95-30106/administration-of-export-controls,https://www.govinfo.gov/content/pkg/FR-1995-12-08/pdf/95-30106.pdf,Presidential Document,Executive Order,12/08/1995,1995-12-05,62981,Administration of Export Controls,"Amended by: EO 13020, October 12, 1996; EO 13026, November 15, 1996;;
 ;  See: EO 11533, June 4, 1970; EO 12002, July 7, 1977; EO 12924, August 19, 1994; EO 13206, April 4, 2001",12981,""
60 FR 63895, 95-30451,63895,https://www.federalregister.gov/documents/1995/12/12/95-30451/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.govinfo.gov/content/pkg/FR-1995-12-12/pdf/95-30451.pdf,Presidential Document,Executive Order,12/12/1995,1995-12-08,63895,Ordering the Selected Reserve of the Armed Forces to Active Duty,"Amends: EO 13286, February 28, 2003;;
 ;  See: Department of Defense notice of February 11, 1997 (62 FR 6953)",12982,""
60 FR 54411, 95-26497,54412,https://www.federalregister.gov/documents/1995/10/24/95-26497/interagency-security-committee,https://www.govinfo.gov/content/pkg/FR-1995-10-24/pdf/95-26497.pdf,Presidential Document,Executive Order,10/24/1995,1995-10-19,54411,Interagency Security Committee,"Amends: EO 13286, February 28, 2003",12977,""
60 FR 52829, 95-25256,52830,https://www.federalregister.gov/documents/1995/10/10/95-25256/compensation-practices-of-government-corporations,https://www.govinfo.gov/content/pkg/FR-1995-10-10/pdf/95-25256.pdf,Presidential Document,Executive Order,10/10/1995,1995-10-05,52829,Compensation Practices of Government Corporations,"",12976,""
61 FR 1209, 96-622,1209,https://www.federalregister.gov/documents/1996/01/18/96-622/establishing-the-armed-forces-service-medal,https://www.govinfo.gov/content/pkg/FR-1996-01-18/pdf/96-622.pdf,Presidential Document,Executive Order,01/18/1996,1996-01-11,1209,Establishing the Armed Forces Service Medal,"Amended by: EO 13286, February 28, 2003;;
 ;  See: EO 13154, May 3, 2000",12985,""
61 FR 1693, 96-955,1693,https://www.federalregister.gov/documents/1996/01/22/96-955/international-union-for-conservation-of-nature-and-natural-resources,https://www.govinfo.gov/content/pkg/FR-1996-01-22/pdf/96-955.pdf,Presidential Document,Executive Order,01/22/1996,1996-01-18,1693,International Union for Conservation of Nature and Natural Resources,"",12986,""
61 FR 237, 95-31595,246,https://www.federalregister.gov/documents/1996/01/03/95-31595/adjustments-of-certain-rates-of-pay-and-allowances,https://www.govinfo.gov/content/pkg/FR-1996-01-03/pdf/95-31595.pdf,Presidential Document,Executive Order,01/03/1996,1995-12-28,237,Adjustments of Certain Rates of Pay and Allowances,"Amended by: EO 12990, February 29, 1996;;
 ;  Superseded by: EO 13033, December 27, 1996",12984,""
60 FR 40989, 95-19972,40992,https://www.federalregister.gov/documents/1995/08/10/95-19972/federal-acquisition-and-community-right-to-know,https://www.govinfo.gov/content/pkg/FR-1995-08-10/pdf/95-19972.pdf,Presidential Document,Executive Order,08/10/1995,1995-08-08,40989,Federal Acquisition and Community Right-To-Know,"Revoked by: EO 13148, April 21, 2000;;
 ;  See: EO 13101, September 14, 1998",12969,""
60 FR 40245, 95-19654,40254,https://www.federalregister.gov/documents/1995/08/07/95-19654/access-to-classified-information,https://www.govinfo.gov/content/pkg/FR-1995-08-07/pdf/95-19654.pdf,Presidential Document,Executive Order,08/07/1995,1995-08-02,40245,Access to Classified Information,"Amended by: EO 13467, June 30, 2008
See: Final rule of March 26, 1997 (62 FR 17683); Final rule of July 1, 1997 (62 FR 36984); EO 13284, January 23, 2003; EO 13311, July 29, 2003; EO 13462, February 29, 2008; EO 13516, October 28, 2009; EO 13539, April 21, 2010; EO 13549, August 18, 2010; See: EO 14177, January 23, 2025",12968,""
60 FR 11011, 95-5129,11011,https://www.federalregister.gov/documents/1995/02/28/95-5129/amendment-to-executive-order-no-12950,https://www.govinfo.gov/content/pkg/FR-1995-02-28/pdf/95-5129.pdf,Presidential Document,Executive Order,02/28/1995,1995-02-24,11011,Amendment to Executive Order No. 12950,"Amends: EO 12950, February 22, 1995",12952,""
60 FR 11013, 95-5146,11016,https://www.federalregister.gov/documents/1995/02/28/95-5146/actions-required-of-all-executive-agencies-to-facilitate-payment-of-child-support,https://www.govinfo.gov/content/pkg/FR-1995-02-28/pdf/95-5146.pdf,Presidential Document,Executive Order,02/28/1995,1995-02-27,11013,Actions Required of all Executive Agencies To Facilitate Payment of Child Support,"",12953,""
60 FR 10475, 95-4908,10476,https://www.federalregister.gov/documents/1995/02/27/95-4908/establishing-an-emergency-board-to-investigate-a-dispute-between-metro-north-commuter-railroad-and,https://www.govinfo.gov/content/pkg/FR-1995-02-27/pdf/95-4908.pdf,Presidential Document,Executive Order,02/27/1995,1995-02-22,10475,Establishing an Emergency Board To Investigate a Dispute Between Metro North Commuter Railroad and Its Employees Represented by Certain Labor Organizations,"Amended by: EO 12952, February 24, 1995",12950,""
61 FR 13647, 96-7774,13648,https://www.federalregister.gov/documents/1996/03/28/96-7774/management-and-general-public-use-of-the-national-wildlife-refuge-system,https://www.govinfo.gov/content/pkg/FR-1996-03-28/pdf/96-7774.pdf,Presidential Document,Executive Order,03/28/1996,1996-03-25,13647,Management and General Public Use of the National Wildlife Refuge System,"",12996,""
61 FR 26771, 96-13597,26772,https://www.federalregister.gov/documents/1996/05/29/96-13597/indian-sacred-sites,https://www.govinfo.gov/content/pkg/FR-1996-05-29/pdf/96-13597.pdf,Presidential Document,Executive Order,05/29/1996,1996-05-24,26771,Indian Sacred Sites,"",13007,""
60 FR 26647, 95-12285,26666,https://www.federalregister.gov/documents/1995/05/17/95-12285/amendments-to-the-manual-for-courts-martial-united-states-1984,https://www.govinfo.gov/content/pkg/FR-1995-05-17/pdf/95-12285.pdf,Presidential Document,Executive Order,05/17/1995,1995-05-12,26647,"Amendments to the Manual for Courts-Martial, United States, 1984","",12960,""
60 FR 28507, 95-13484,28508,https://www.federalregister.gov/documents/1995/05/31/95-13484/presidential-advisory-committee-on-gulf-war-veterans-illnesses,https://www.govinfo.gov/content/pkg/FR-1995-05-31/pdf/95-13484.pdf,Presidential Document,Executive Order,05/31/1995,1995-05-26,28507,Presidential Advisory Committee on Gulf War Veterans' Illnesses,"",12961,""
60 FR 31905, 95-14983,31906,https://www.federalregister.gov/documents/1995/06/16/95-14983/presidential-advisory-council-on-hivaids,https://www.govinfo.gov/content/pkg/FR-1995-06-16/pdf/95-14983.pdf,Presidential Document,Executive Order,06/16/1995,1995-06-14,31905,Presidential Advisory Council on HIV/AIDS,"Amended by: EO 13009, June 14, 1996
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017; EO 14354, September 29, 2025 ",12963,""
65 FR 77487, 00-31692,77490,https://www.federalregister.gov/documents/2000/12/11/00-31692/providing-compensation-to-americas-nuclear-weapons-workers,https://www.govinfo.gov/content/pkg/FR-2000-12-11/pdf/00-31692.pdf,Presidential Document,Executive Order,12/11/2000,2000-12-07,77487,Providing Compensation to America's Nuclear Weapons Workers,"See: EO 13699, June 26, 2015
Continued by:  EO 13708, September 30, 2015;  EO 13811, September 29, 2017; EO 14354, September 29, 2025",13179,""
